additional_trackers,alias,discord_id,discord_name,is_franchise_manager,is_free_agent,is_general_manager,is_non_playing,is_retired,league,main_trackerurl,rating,salary,team,tracker_name
,,,SH_Zoro2,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/YT-xKuRupTx/mmr?playlist=11,,18.0,Chupacabra,YT-xKuRupTx
,,,Thunder,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198170852045/mmr?playlist=11,,18.0,Chupacabra,Thunder
,,,CxL,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/NotCxL%20./overview,,17.5,Chupacabra,NotCxL
,,,Wolfie,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198818226750/mmr?playlist=11,,17.5,Chupacabra,Wolfie
,,,Cryo,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198189494186/mmr?playlist=13,,17.0,Chupacabra,Cryo
,,,Hader,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199020038309/mmr?playlist=11,,16.0,Chupacabra,Hader
,,,Just RUG o,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198307221890/mmr?playlist=11,,16.0,Chupacabra,Just RUG o
,,,mykopolis,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/mykopolis/mmr?playlist=13,,15.5,Chupacabra,myko
,,,Bruhdder,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198062406016/mmr?playlist=13,,15.5,Chupacabra,Bruhdder. ;)
,,,Mr. Clean,True,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/TheMrClean./mmr?playlist=13,,15.0,Chupacabra,TheMrClean.
,,,Kryptyik,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199020809150/overview,,14.5,Chupacabra,Kryptyik
,,,TheSaucyBandit,False,False,True,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/TheSaucyBandit/mmr?playlist=13,,13.5,Chupacabra,TheSaucyBandit
,,,Boombob,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/boombob_/mmr?playlist=13,,13.5,Chupacabra,Boombob
,,,Robzzz,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198073799186/mmr?playlist=11,,13.5,Chupacabra,Robzzz
,,,JumpshotATL,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/jumpshot%20atl/mmr?playlist=11,,12.5,Chupacabra,Jumpshot ATL
,,,SpongeBob,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Spongebob85236/mmr?playlist=11,,12.0,Chupacabra,Spongebob85236
,,,Animethighinspector,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/AnimeThighs0626/mmr?playlist=11,,11.0,Chupacabra,AnimeThighs0626
,,,YenYen,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/YenYen36/mmr?playlist=13,,11.0,Chupacabra,YenYen36
,,,YoshiWanKenobi,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198103341447/mmr?playlist=11,,10.5,Chupacabra,YoshiWanKenoi
,,,Kicker_1,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/K1cker_1/mmr?playlist=13,,10.0,Chupacabra,K1cker_1
,,,Aryba,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Aryba./mmr?playlist=11  https://rocketleague.tracker.network/rocket-league/profile/epic/Budget_Evample/overview,,17.0,Eternal,Aryba.
,,,RaunchyRomanian,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/RaunchyRomanian/mmr?playlist=11,,16.5,Eternal,RaunchyRomanian
,,,ItalianGini,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/ItalianGini1/mmr?playlist=11,,16.0,Eternal,ItalianGini1
,,,Exile,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/SimoAspe/mmr?playlist=11,,15.0,Eternal,SimoAspe
,,,Marty112,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/shazam_379/mmr?playlist=11,,14.0,Eternal,shazam_379
,,,DZ,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/DZ-.-/overview,,13.5,Eternal,DZ
,,,xExileDxTyr,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/xExileDxTyr/mmr?playlist=13,,13.0,Eternal,xExileDxTyr
,,,ItzxdKilla-_-,False,False,True,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/ItzxdKilla-_-/overview,,12.5,Eternal,ItzxdKilla-_-
,,,Avid,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198311357127/mmr?playlist=11,,11.5,Eternal,Avid
,,,xOZZY3609x,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/xXOZZY3609Xx/mmr?playlist=13,,11.5,Eternal,xXOZZY3609Xx
,,,ImaJynn,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199031100222/mmr?playlist=13,,11.0,Eternal,ImaJynn
,,,Semi_Stupid,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/TTV%20Semi_Stupid/overview,,11.0,Eternal,TTV Semi_Stupid
,,,Dohi,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Dohi%20whiffs/mmr?playlist=11,,11.0,Eternal,Dohi whiffs
,,,ItsFlowZa,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/ItsFlowZa/overview,,10.0,Eternal,ItsFlowZa
,,,Munchy,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198128277117/mmr?playlist=11,,17.0,Killer Clowns,Munchy
,,,Hollow,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199092627298/mmr?playlist=11 https://rocketleague.tracker.network/rocket-league/profile/steam/76561198912684473/overview,,16.5,Killer Clowns,RIP GOOBA
,,,JimmyG,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198151517662/mmr?playlist=11,,16.0,Killer Clowns,†orro
,,,AngryTurtle,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/angryturtle./mmr?playlist=13,,15.5,Killer Clowns,AngryTurtle.
,,,Brodysseus,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199049849273/mmr?playlist=13,,15.0,Killer Clowns,Brodysseus
,,,Doc,True,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198125801874/mmr?playlist=13,,14.0,Killer Clowns,Doc
,,,YTstorm,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Ytstormm/overview,,14.0,Killer Clowns,YTstorm
,,,Osh Die Er,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198408538011/mmr?playlist=11,,13.5,Killer Clowns,Osh.
,,,Ryleppo,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198165693963/mmr?playlist=11,,13.0,Killer Clowns,Beppo
,,,CheeseCake Owns,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/CheeseCakes%20Own/overview,,13.0,Killer Clowns,CheeseCakes
,,,Mio,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Mio_2224/mmr?playlist=11,,13.0,Killer Clowns,Mio
,,,The Big Payton,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198103339227/mmr?playlist=11,,12.0,Killer Clowns,The Big Payton
,,,Lil Reaper,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/styx%20%EF%BD%BC/mmr?playlist=11,,11.5,Killer Clowns,styx
,,,Xerm,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/xerm./mmr?playlist=11,,10.5,Killer Clowns,Xerm
,,,KitKat,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/SerenityKitKat/mmr?playlist=11,,10.0,Killer Clowns,SerenityKitKat
,,,Winter,False,False,True,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198846432528/mmr?playlist=13,,16.0,Martian,Winter
,,,Turbofuego,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Turbofuego/mmr?playlist=13,,15.0,Martian,Turbofuego
,,,art,True,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198221223772/mmr?playlist=11,,15.0,Martian,arteza
,,,Stawify,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/xbl/Stawify/mmr?playlist=11,,15.0,Martian,Stawify
,,,kaz ♪︎,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198856296157/mmr?playlist=13,,14.0,Martian,kazu san. ♪
,,,paystrip,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199073881457/mmr?playlist=11,,13.0,Martian,B_oneDR
,,,plattypus,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/plattypus./mmr?playlist=11,,13.0,Martian,splattypus
,,,Sk1nnyLegend,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199076231361/mmr?playlist=11,,13.0,Martian,Sk1nnyLegend
,,,Cam_DxD,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Cam_DxD/mmr?playlist=13,,11.5,Martian,Cam_DxD
,,,XerNaut,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/XerNaut/mmr?playlist=13,,11.0,Martian,XerNaut
,,,ImLeo,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199078898995/mmr?playlist=11,,17.0,Minotaur,NotLeo
,,,Drakob,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198893434706/overview,,16.5,Minotaur,Drakob
,,,Mochi,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199013322058/mmr?playlist=13,,15.5,Minotaur,Mochi
,,,SINDER,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198449492461/mmr?playlist=13,,15.0,Minotaur,SINDER
,,,gxxvm,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198273998959/mmr?playlist=11,,14.5,Minotaur,Gxxvm
,,,Kkube,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198027890950/mmr?playlist=13,,13.0,Minotaur,kkube
,,,Bearded Angler,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/psn/KYG_DEMON-_-TAE/mmr?playlist=13,,13.0,Minotaur,KYG_DEMON-_-TAE
,,,StaTik,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/StaTik%20SecasiaN/mmr?playlist=11,,12.5,Minotaur,StaTik SecasiaN
,,,West,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Wisps_Wizzy/mmr?playlist=11,,12.5,Minotaur,Wisps_Wizzy
,,,WarRat,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198151942830/mmr?playlist=11,,12.0,Minotaur,WarRat
,,,Shafferboy,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/justin100004/mmr?playlist=11,,11.5,Minotaur,justin100004
,,,TitanPolus,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Titan%20Polus/mmr?playlist=13,,11.0,Minotaur,Titan Polus
,,,Dugger,False,False,True,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/DubiousDugger/mmr?playlist=11,,10.0,Minotaur,DubiousDugger
,,,CrucialUrchin98,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/xbl/CrucialUrchin98/mmr?playlist=11,,10.0,Minotaur,CrucialUrchin98
,,,Mercury ,True,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/psn/vcwmercury/mmr?playlist=11,,9.0,Minotaur,vcwmercury
,,,Dark-Node,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Dark-Node/overview,,8.0,Minotaur,Dark-Node
,,,DarkLotus,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/psn/DevineDream6542/mmr?playlist=13,,7.5,Minotaur,DevineDream
,,,HectoChip,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198015625546/mmr?playlist=13,,18.5,Mothmen,HectoChip
,,,fate,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198834785656/mmr?playlist=13,,18.5,Mothmen,Jamo
,,,Spooky,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198872609558/mmr?playlist=13,,18.0,Mothmen,Spooky
,,,owen,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198345395638/mmr?playlist=11,,17.5,Mothmen,shmowen
,,,Jay,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198964745360/mmr?playlist=13,,17.0,Mothmen,jay
,,,Jerms.,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198411666473/overview,,16.5,Mothmen,Jdogg
,,,Jarhead,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198356038988/overview ,,16.0,Mothmen,Jarhead
,,,Bowser,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/BOWSER_RL/mmr?playlist=11,,15.5,Mothmen,BOWSER_RL
,,,Branbino,False,False,True,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Branbino-/overview,,15.0,Mothmen,Branbino-
,,,AwfulMusic,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/AwfulMusic/mmr?playlist=13,,15.0,Mothmen,AwfulMusic
,,,SYNLESSX,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/SYNLESSX/mmr?playlist=13,,14.5,Mothmen,SYNLESSX
,,,Rover,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198134448558/mmr?playlist=13,,14.0,Mothmen,Rover
,,,hyperscale,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Hyperscale/mmr?playlist=11 https://rocketleague.tracker.network/rocket-league/profile/steam/76561198039186226/overview ,,13.5,Mothmen,Hyperscale
,,,LaBarey,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/LaBarey/mmr?playlist=13,,13.0,Mothmen,LaBarey
,,,Dragoneyes,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/DragonEyes9/mmr?playlist=13,,12.5,Mothmen,DragonEyes9
,,,ríkr.,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/ríkr./overview,,12.0,Mothmen,BabyLeth
,,,Freel,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Choujin%20XV/mmr?playlist=11,,11.5,Mothmen,Choujin XV
,,,FrickinPanda,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Frickin_Panda/mmr?playlist=13,,11.0,Mothmen,Frickin_Panda
,,,Knoqz,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Knoqz%20IV/mmr?playlist=13,,11.0,Mothmen,Knoqz IV
,,,DanDaMan,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Dandaman1234/overview,,9.0,Mothmen,Dandaman
,,,Mazda,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/xbl/MJ4490/mmr?playlist=11,,9.0,Mothmen,Mazda
,,,Bigdikb,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/MaCk_DaDdY_21/overview,,7.5,Mothmen,MaCk_DaDdY_21
,,,Glitch,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/xbl/TBS%20Bot7980/overview,,6.0,Mothmen,Glitch
,,,Purple,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/nL_Purple/mmr?playlist=11,,12.5,Mothmen,nL_Purple
,,,Afterburner,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/afterburner3375/mmr?playlist=13,,18.0,Non Playing,afterburner3375
,,,Kaydo,True,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198213437315/mmr?playlist=11,,17.5,Non Playing,MaybeJakey
,,,tdmakk,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198048976909/mmr?playlist=13,,17.5,Non Playing,MAKK! NoMic
,,,South,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198221545616/mmr?playlist=13,,17.5,Non Playing,<ö>
,,,Hank,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199062985312/mmr?playlist=13,,17.0,Non Playing,Hank
,,,FlyFyre,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/FlyFyre./mmr?playlist=11,,16.5,Non Playing,FlyFyre
,,,GameBuster,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/RealGameBuster/mmr?playlist=11,,16.0,Non Playing,RealGameBuster
,,,XotiicWC,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/BulletTRL/mmr?playlist=13,,15.5,Non Playing,Bullet Bullet
,,,Buckle,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198158173664/mmr?playlist=11,,15.0,Non Playing,Buckle
,,,Reverse Fridge,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198084036498/overview,,14.5,Non Playing,Reverse Fridge
,,,Lol77,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/xbl/EKA%20Luminous/mmr?playlist=11,,14.0,Non Playing,EKA Luminous
,,,Mayhem,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198167495725/mmr?playlist=11,,14.0,Non Playing,Mayhem
,,,Devastation,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198334621694/mmr?playlist=11,,13.0,Non Playing,Final Boss Karen
,,,central_tv,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/CentralTTV/mmr?playlist=11,,13.0,Non Playing,CentralTTV
,,,Cranked,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198323990338/mmr?playlist=11,,13.0,Non Playing,Cranked
,,,GG Teddible,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198257618414/mmr?playlist=11,,11.5,Non Playing,GG Teddible
,,,TyTheGuy,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/SirGoodMan05/overview,,11.0,Non Playing,SirGoodMan05
,,,DJ45X,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198108021396/mmr?playlist=11,,11.0,Non Playing,DJ45X
,,,Pufi,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Pufi-_/mmr?playlist=13,,10.5,Non Playing,Pufi-_-
,,,.greyalien,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198843043846/overview,,10.5,Non Playing,Grey
,,,Nubz,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198034126527/overview,,10.0,Non Playing,Nubz
,,,crossfire,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198331536746/mmr?playlist=13 ,,16.5,Nymph,craws fire
,,,Hot Sauce,False,False,True,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198116048132/overview,,16.5,Nymph,Zracii<3
,,,SkylerNotSkylar,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198303389829/mmr?playlist=11 https://rocketleague.tracker.network/rocket-league/profile/epic/IceCobalt/overview,,16.0,Nymph,Skyler
,,,Daylon,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198237849978/mmr?playlist=13,,16.0,Nymph,Daylon
,,,itzmooserl,True,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/ωmoose./overview,,15.0,Nymph,wmoose.
,,,JKFrost,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/JKFrostyyyyy/mmr?playlist=11,,15.0,Nymph,JKFrostyyyyy
,,,chxppa,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/xbl/Chxppasing/mmr?playlist=11,,14.5,Nymph,chxppa
,,,Dave,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198127687309/mmr?playlist=13,,14.0,Nymph,Dave93
,,,iLLuZioN,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/345634563546345634563456/mmr?playlist=11,,13.5,Nymph,iLLuZioN
,,,Mr. R4NCH,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/xbl/Waifu%20Kewn/mmr?playlist=13 ,,13.0,Nymph,Waifu Kewn
,,,MSFT SWZYY,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/xbl/SWZYY%20GN/mmr?playlist=11,,12.5,Nymph,SWZYY GN
,,,K-9,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Itz%20Just%20K9/mmr?playlist=11,,11.0,Nymph,ItZ just K9
,,,BigCountry,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198018128432/mmr?playlist=11,,11.0,Nymph,BigCountry
,,,OGTHEASSASSIN,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198993846208/mmr?playlist=11,,11.0,Nymph,ogtheassassin
,,,goonkiloz,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/GoonKiloz/mmr?playlist=11,,10.0,Nymph,GoonKiloz
,,,RL Camaro,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/RL%20Camaro/overview,,10.0,Nymph,Camaro
,,,Zenzen0607,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Zenzen0607/mmr?playlist=11,,9.5,Nymph,Zenzen0607
,,,OEGliam7654b,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/xbl/oegliam7654b/mmr?playlist=13,,8.0,Nymph,OEGliam7654b
