additional_trackers,alias,discord_id,discord_name,is_franchise_manager,is_free_agent,is_general_manager,is_non_playing,is_retired,league,main_trackerurl,rating,salary,team,tracker_name
,,,xZ Golden Zx,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/xZ%20Golden%20Zx/mmr?playlist=11,,15.0,Free Agent,xZ Golden Zx
,,,feel,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Mr-Feel/mmr?playlist=11,,15.0,Free Agent,Mr-Feel
,,,Wooz_e,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Wooz_E_/mmr?playlist=13,,15.0,Free Agent,Wooz_E
,,,Dyll,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198868419174/mmr?playlist=11,,15.0,Free Agent,Dyll
,,,Akeldama,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Akeldama%20RL/mmr?playlist=13,,15.0,Free Agent,Akeldama RL
,,,jay_glowz,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/xbl/scarxcity/mmr?playlist=13,,14.5,Free Agent,scarxcity
,,,Skye_AverageJoe,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Skye_Averagejoe/mmr?playlist=11,,14.5,Free Agent,Skye_Averagejoe
,,,TheDarkHero,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/TheDarkHero77/mmr?playlist=13,,14.5,Free Agent,TheDarkHero77
,,,OneNaughtyCamel,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/xbl/OneNaughtyCamel/overview,,14.5,Free Agent,OneNaughtyCamel
,,,xMJRCx,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/xMJRCx/overview,,14.5,Free Agent,xMJRCx
,,,zekewho,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199063178314/mmr?playlist=11,,14.5,Free Agent,HELP.
,,,LethalBubba,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/LethalBubba1/mmr?playlist=11,,14.5,Free Agent,LethalBubba1
,,,Voidz2648 ,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/VoidzV2%EF%BE%82/mmr?playlist=11,,14.5,Free Agent,VoidzV2ﾂ
,,,Sheep,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198101937878/mmr?playlist=11,,14.5,Free Agent,Sheep
,,,Reflect,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198292986825/mmr?playlist=11,,14.5,Free Agent,Reflect315
,,,Xythanus,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Dizplayy./mmr?playlist=11,,14.5,Free Agent,Dizplayy.
,,,Fears,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198037182406/mmr?playlist=11,,14.0,Free Agent,Fears
,,,iRJ-__-,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199070787149/overview,,14.0,Free Agent,iRJ
,,,Aliassbane,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198209055568/mmr?playlist=11,,14.0,Free Agent,Valsbane
,,,BlueMars2,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198129111109/mmr?playlist=13,,14.0,Free Agent,BlueMars2
,,,Kurrazo,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199134799983/mmr?playlist=11,,14.0,Free Agent,Kurrazo
,,,Ragebox,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199029732485/mmr?playlist=11,,14.0,Free Agent,Ragebox05
,,, IamSmittens,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/IamSmittens/overview,,14.0,Free Agent,IamSmittens
,,,Kyozo.exe,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198304406962/mmr?playlist=11,,14.0,Free Agent,TurKyozo
,,,seanmicha,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/yawning%20tbh/mmr?playlist=13,,14.0,Free Agent,yawning
,,,Termz,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198280627643/mmr?playlist=13,,14.0,Free Agent,Termz
,,,skewhip,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/skewhip/mmr?playlist=13,,14.0,Free Agent,Griffin
,,,BroskiJazz,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198047897253/mmr?playlist=13,,14.0,Free Agent,BroskiJAZZ
,,,Hrls.,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198325751956/mmr?playlist=11,,14.0,Free Agent,.Hrls
,,,QubeKnight,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198089851112/overview,,14.0,Free Agent,QubeKnight
,,,RuthlessSixV2,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/xbl/RuthlessSixV2/mmr?playlist=13,,14.0,Free Agent,RuthlessSixV2
,,,Jumping_armadilo,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/jumping_armadilo/mmr?playlist=11,,14.0,Free Agent,jumping_armadilo
,,,Perky,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198401386309/mmr?playlist=11,,14.0,Free Agent,Perky
,,,olichoo,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/olichoo./mmr?playlist=11,,14.0,Free Agent,olichoo
,,,SirBroskiSwaggy,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/SirBroskiSwaggy/mmr?playlist=13,,13.5,Free Agent,SirBroskiSwaggy
,,,Jmh187,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Jmh187-/overview,,13.5,Free Agent,itsoneeightseven
,,,Azstrelix,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/psn/Azstrelix/mmr?playlist=13,,13.5,Free Agent,Azstrelix
,,,Brad,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/BradMcSnackWrap/mmr?playlist=11,,13.5,Free Agent,BradMcSnackWrap
,,,HCG,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Hardcoregames15/mmr?playlist=13,,13.5,Free Agent,Hardcorgames15
,,,Matt12130,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/psn/Matt12130/mmr?playlist=13,,13.5,Free Agent,Matt12130
,,,qwntn.,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198396186811/mmr?playlist=11,,13.5,Free Agent,qwntn.
,,,Dirty,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Dirtyrl/mmr?playlist=11,,13.5,Free Agent,Dirtyrl
,,,Pander,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/HarshWombat38/mmr?playlist=11,,13.5,Free Agent,Pander
,,,hedon,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/psn/lil_savaga4400/mmr?playlist=13,,13.5,Free Agent,lil_savaga4400
,,,Senyu,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198258630283/mmr?playlist=11,,13.5,Free Agent,Senyu
,,,JDZ,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198972359803/mmr?playlist=13,,13.5,Free Agent,JDZ
,,,VBrolo,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/vBrolo./mmr?playlist=13 ,,13.0,Free Agent,VBrolo.
,,,CoDean,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/CoDean02/mmr?playlist=11,,13.0,Free Agent,CoDean02
,,,a_bearded_dad,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/beardedwattitude/mmr?playlist=13,,13.0,Free Agent,BeardedwAttitude
,,,maplesyrup.__.,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/MapleSyrup爱/overview,,13.0,Free Agent,MapleSyrup爱
,,,FaXual,False,False,False,False,False,,?,,13.0,Free Agent,FaXual
,,,3xoticmoon,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/HagaWaha/mmr?playlist=11,,13.0,Free Agent,HagaWaha 
,,,MLU Legend,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/xbl/RSO%20Legend6164/mmr?playlist=13,,13.0,Free Agent,RSO Legend6164
,,,mprunninbig11,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Mprunninbig11/mmr?playlist=11,,13.0,Free Agent,Mprunninbig11
,,,FatandtheFury,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/TheFatandFury02/overview,,13.0,Free Agent,TheFatandFury02
,,,Grim,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/atabani./mmr?playlist=11,,13.0,Free Agent,ATABANI.
,,,Thepandaman,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/ThaPandaMan/mmr?playlist=11,,13.0,Free Agent,ThePandaMan
,,,valsbane,False,False,False,False,False,,?,,13.0,Free Agent,valsbane
,,,sobered.,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/aydnn03/mmr?playlist=13,,13.0,Free Agent,Aydnn03
,,,MrFestiveTTV,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Phoenix.TG/mmr?playlist=13,,13.0,Free Agent,Phoenix.TG
,,,Maelstrom,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/psn/Maelstrom_12/mmr?playlist=11,,13.0,Free Agent,Maelstrom_12
,,,acxes--,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/psn/acxes--/overview,,13.0,Free Agent,acxes--
,,,Liya,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/xbl/Nordic2quick/overview https://rocketleague.tracker.network/rocket-league/profile/xbl/Moobaliciouss/mmr?playlist=11,,13.0,Free Agent,Moobaliciouss Nordic2quick
,,,STADDIX,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/xbl/STADDIX/mmr?playlist=11,,13.0,Free Agent,STADDIX
,,,Bridey,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198120666793/mmr?playlist=11,,13.0,Free Agent,Bridey
,,,A.C.E.E,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/A.C.E.E/mmr?playlist=13,,13.0,Free Agent,A.C.E.E
,,,jschafer,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Squiggles772/overview,,13.0,Free Agent,Squiggles772
,,,Shocker,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198132443959/mmr?playlist=11,,13.0,Free Agent,Shocker
,,,Shag,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198104319396/mmr?playlist=11,,13.0,Free Agent,Shag
,,,TINY,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198921280159/mmr?playlist=13,,12.5,Free Agent,TINY
,,,Monty,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/MontyChip_/mmr?playlist=13,,12.5,Free Agent,MontyChip
,,,Baltostorm1,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Baltostorm1/overview,,12.5,Free Agent,Baltostorm1
,,,Peepaw,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198870221096/mmr?playlist=11,,12.5,Free Agent,PEEPZu
,,,xZendu.,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/xZendu./mmr?playlist=13,,12.5,Free Agent,xZendu.
,,,Yamborghini55,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/psn/Yamborghinii55/mmr?playlist=13,,12.5,Free Agent,Yamborghinii55
,,,mghtym0use380,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/mghtym0use380/mmr?playlist=11,,12.5,Free Agent,mghtym0use380
,,,Peepaw,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198870221096/mmr?playlist=11,,12.5,Free Agent,PEEPZu
,,,AkTION,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199024923434/mmr?playlist=11,,12.5,Free Agent,AkTION
,,,poison906light,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/death5826/mmr?playlist=11,,12.5,Free Agent,death5826
,,,jerrbear37,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/jerrbear%20RL/mmr?playlist=13,,12.5,Free Agent,jerrbear37
,,,Hazy,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Hazy_Powers98/mmr?playlist=11,,12.5,Free Agent,Hazy_Powers98
,,,Xavier_Wolf,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/XavierStarwolf/mmr?playlist=11,,12.5,Free Agent,XavierStarwolf
,,,MrMayhem_NC,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/MrMayhem_Nc/mmr?playlist=11,,12.5,Free Agent,MrMayhem_Nc
,,,Hemdawg93,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/psn/Hemdawg93/mmr?playlist=11,,12.5,Free Agent,Hemdawg93
,,,VoidKill-,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/VoidKill-/mmr?playlist=11,,12.5,Free Agent,VoidKill-
,,,SteelCityRL,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/psn/Huggins-_-/mmr?playlist=11,,12.5,Free Agent,Huggins-_-
,,,Roz,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/RozLikesPotatoes/mmr?playlist=13,,12.5,Free Agent,RozLikesPotatoes
,,,Thunderca,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198167478345/mmr?playlist=11,,12.5,Free Agent,Thunderca
,,,Kaiyo,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198371178434/overview,,12.0,Free Agent,The Postman
,,,BoogerBear,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/BoogerBear5067/mmr?playlist=11,,12.0,Free Agent,BoogerBear5067
,,,Jellydragon,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/psn/jelllydragon/mmr?playlist=11,,12.0,Free Agent,jellydrangon
,,,YeaKaiu,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Kaiu%E3%83%83/overview,,12.0,Free Agent,Alan
,,,GGxkr1ppy/izakg,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/GGxkr1ppy/mmr?playlist=11,,12.0,Free Agent,GGxkr1ppy
,,,SRSExKAOS,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/SRSExKAOS/mmr?playlist=11,,12.0,Free Agent,SRSExKAOS
,,,123ethan39,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/psn/captain_soccer24/mmr?playlist=13,,12.0,Free Agent,captain_soccer24
,,,Jay The Juiceman,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Jay%20Da%20Juiceman/mmr?playlist=13,,12.0,Free Agent,Jay Da Juiceman
,,,ayijuse,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Ayijuse/overview,,12.0,Free Agent,Ayijuse
,,,HeckaHansen,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/xbl/heckahansen/mmr?playlist=13,,12.0,Free Agent,HeckaHansen
,,,HK_BadBoy,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198100776203/mmr?playlist=13,,12.0,Free Agent,KCC | HK_BadBoy
,,,smurfyy.,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/psn/itzsmurfyy/mmr?playlist=11,,12.0,Free Agent,itzsmurfyy
,,,Psych,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/xPsych99x/mmr?playlist=13,,12.0,Free Agent,Psych
,,,Obsidian_Bear,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198327338361/mmr?playlist=13,,12.0,Free Agent,Obsidian_Bear
,,,ibelittleman,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/ibelittlemann/mmr?playlist=11,,11.5,Free Agent,ibelittleman
,,,Squab,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198838835319/overview,,11.5,Free Agent,Squab
,,,J_Beast_200,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/J_Beast_200/mmr?playlist=11,,11.5,Free Agent,J_Beast_200
,,,brd,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/brdtrd999/mmr?playlist=11,,11.5,Free Agent,brdtrd999
,,,juanertizer,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198052576618/mmr?playlist=11,,11.5,Free Agent,juanertizer
,,,TTV_Lnazty,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/TTV_Lnazty/mmr?playlist=11,,11.5,Free Agent,TTV_Lnazty
,,,Angel,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/psn/Angelofthebronx/mmr?playlist=13,,11.0,Free Agent,Angelofthebronx
,,,pilot,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/MajorPilots/mmr?playlist=11,,11.0,Free Agent,MajorPilot
,,,thejoker21,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/psn/Sgt_Ninja23/mmr?playlist=13,,11.0,Free Agent,Sgt_Ninja
,,,NWXL,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/NorseWolfXL/mmr?playlist=11,,11.0,Free Agent,NorseWolfXL
,,,JimGameGuru,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/jim%20game%20guru/mmr?playlist=11,,11.0,Free Agent,Jim Game Guru
,,,ItsYoBoiChad,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198264607752/mmr?playlist=11,,11.0,Free Agent,ItsYoBoiChad
,,,Leo,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Llieoo/mmr?playlist=11,,11.0,Free Agent,Leo361822
,,,MR_DUBAR,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198268754406/mmr?playlist=11,,11.0,Free Agent,UCANTBEAT1
,,,F3AR,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/STGF3AR/mmr?playlist=13,,11.0,Free Agent,STGF3AR
,,,upyours,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/pewpew_86/mmr?playlist=13,,11.0,Free Agent,pewpew_86
,,,Jame,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198283023498/mmr?playlist=11,,10.5,Free Agent,Brisk
,,,GG Pretzel,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/pretzel%20._./mmr?playlist=13,,10.5,Free Agent,Pretzel._.
,,,Mortal_Gaming,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198084484062/mmr?playlist=11,,10.5,Free Agent,Mortal
,,,Jdmfolyfe00,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/CleanDragon845/mmr?playlist=11,,10.5,Free Agent,CleanDragon845
,,,montreyhydro,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/monteryhydra/overview,,10.5,Free Agent,monteryhydra
,,,KrimsonWrath,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/KrimsonWrath/mmr?playlist=11,,10.5,Free Agent,KrimsonWrath
,,,Penney,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/xbl/I%20Pennxy%20I/mmr?playlist=13,,10.5,Free Agent,Penney
,,,Connor,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/psn/meathead-lcfc435/mmr?playlist=11,,10.5,Free Agent,meathead-lcfc435
,,,maccthesnacc,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/maccthesnacc1/mmr?playlist=13,,10.5,Free Agent,maccthesnacc1
,,,beardedjackyl27,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/xbl/BEARDEDJACKYL/mmr?playlist=11,,10.0,Free Agent,beardedjackyl27
,,,ON3xN3T,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/ON3xN3T/mmr?playlist=13,,10.0,Free Agent,ON3xN3T
,,,Yo-Mikey,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Viper-Mike/mmr?playlist=13,,10.0,Free Agent,Viper-Mike
,,,Runix _League,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/psn/Run1x-_-/overview,,10.0,Free Agent,Run1x-_-
,,,Chucky,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Chvcklez./overview,,10.0,Free Agent,iiTzChucky
,,,MR. Popo,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/xXPOW-TA-TOEXx/mmr?playlist=11,,9.5,Free Agent,xXPOW-TA-TOEXx
,,,tyrone,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/psn/Pr0ph3zy_Sniper/mmr?playlist=11,,9.5,Free Agent,Pr0ph3zy_Sniper
,,,Kazzop ,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/KazzopRL/mmr?playlist=11,,9.5,Free Agent,KazzopRL
,,,Eviljoker,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/EvilJOKER33366/mmr?playlist=13,,9.0,Free Agent,EvilJOKER33366
,,,grand_caw_og,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Ka_Astral/mmr?playlist=13,,9.0,Free Agent,Ka_Astral
,,,AverageBrooski,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/AverageBrooski/mmr?playlist=11,,9.0,Free Agent,AverageBrooski
,,,Luzion_zx,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/psn/Luzion_zx/overview,,9.0,Free Agent,Luzion_zx
,,,Rada,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198146158514/mmr?playlist=13,,8.5,Free Agent,Rada
,,,Tbone.,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/Tbone%20%E3%83%83/mmr?playlist=13,,7.0,Free Agent,Tbone ッ
,,,IAmAlyssaBee,False,False,False,False,False,,https://rocketleague.tracker.network/rocket-league/profile/epic/IAmAlyssaBee/mmr?playlist=13,,6.5,Free Agent,IAmAlyssaBee
